,Datetime,Time,Lon/deg,Lat/deg,Radius/Rs
151,2020-06-07,18:00:00,44.68767918330458,-3.8574261903902554,28.101323691921284
152,2020-06-08,00:00:00,47.93191923643618,-3.828369278538529,28.463684552866216
153,2020-06-08,06:00:00,50.96756399150726,-3.7490806829620276,28.9859826163848
154,2020-06-08,12:00:00,53.73655827117137,-3.626638259364757,29.65586196670263
155,2020-06-08,18:00:00,56.19768754874591,-3.46935606771329,30.458902321851365
156,2020-06-09,00:00:00,58.326175033853595,-3.285777786420601,31.37969184266541
157,2020-06-09,06:00:00,60.11165863577884,-3.083907920146702,32.40274388309588
158,2020-06-09,12:00:00,61.555332128874106,-2.8707381526486206,33.5131876685719
159,2020-06-09,18:00:00,62.66691137890676,-2.6520403072640013,34.697224977702874
160,2020-06-10,00:00:00,63.46186580822317,-2.432355271952473,35.9423821726912
161,2020-06-10,06:00:00,63.95913039186224,-2.2151015300577526,37.23760352512601
162,2020-06-10,12:00:00,64.17935074000064,-2.0027408435031337,38.57323642046335
163,2020-06-10,18:00:00,64.14362135070968,-1.7969582304723337,39.940948043405946
164,2020-06-11,00:00:00,63.872632108618355,-1.5988313276133932,41.33360571088231
165,2020-06-11,06:00:00,63.386130008495584,-1.408977256621439,42.74514260932195
166,2020-06-11,12:00:00,62.70261182499128,-1.227673383881836,44.17042325399748
167,2020-06-11,18:00:00,61.83917788681056,-1.0549530043883462,45.605115803650094
168,2020-06-12,00:00:00,60.81148850609177,-0.8906794256671917,47.04557335076141
169,2020-06-12,06:00:00,59.63379764643149,-0.7346013743391729,48.488735593288034
170,2020-06-12,12:00:00,58.31902571211515,-0.5863940817914367,49.93203918549361
171,2020-06-12,18:00:00,56.87884112697812,-0.44569007531902693,51.37333573823362
172,2020-06-13,00:00:00,55.32377617535017,-0.31209982835803096,52.810833822429615
173,2020-06-13,06:00:00,53.66332241807823,-0.18522750156419734,54.243038134380406
174,2020-06-13,12:00:00,51.90603350441625,-0.06468126194613293,55.66870522016263
175,2020-06-13,18:00:00,50.05962492747406,0.04992005464156266,57.08680380765826
176,2020-06-14,00:00:00,48.131052713672766,0.1589418645010249,58.49648078199807
177,2020-06-14,06:00:00,46.12660528413046,0.2627319754667734,59.897034574311306
178,2020-06-14,12:00:00,44.0519632798763,0.36161837291587895,61.28789085037591
179,2020-06-14,18:00:00,41.91227507489855,0.455909460051425,62.668583067241826
180,2020-06-15,00:00:00,39.71220714780133,0.5458936876649212,64.03873633885564
181,2020-06-15,06:00:00,37.45599730466189,0.6318402147669296,65.39805257704776
182,2020-06-15,12:00:00,35.147505139435346,0.7140000281821107,66.74629947086383
183,2020-06-15,18:00:00,32.790240264218006,0.7926060852951105,68.08330044033745
184,2020-06-16,00:00:00,30.3874149900695,0.8678754679777235,69.40892508232477
185,2020-06-16,06:00:00,27.941958548962113,0.9400092904549032,70.72308415442436
186,2020-06-16,12:00:00,25.456556411928297,1.009194501629626,72.02572147466907
187,2020-06-16,18:00:00,22.933675385820127,1.0756049239155678,73.31680899775213
188,2020-06-17,00:00:00,20.375574645944727,1.1394015226037573,74.59634457274761
189,2020-06-17,06:00:00,17.78433874220131,1.200734210982368,75.86434490426991
190,2020-06-17,12:00:00,15.161888462131923,1.2597422986760287,77.12084433049284
191,2020-06-17,18:00:00,12.509992691701388,1.3165550788802733,78.36589296551507
192,2020-06-18,00:00:00,9.830291046137578,1.371293149454069,79.59955141420068
193,2020-06-18,06:00:00,7.1243009196990945,1.4240687751225685,80.82189085765316
194,2020-06-18,12:00:00,4.39342545743596,1.474986345371669,82.03299237349015
195,2020-06-18,18:00:00,1.6389704700084868,1.5241434127466051,83.2329424799723
196,2020-06-19,00:00:00,358.86215148311203,1.5716311231600917,84.42183269433541
197,2020-06-19,06:00:00,356.0640948346788,1.6175342963388106,85.59976181615461
198,2020-06-19,12:00:00,353.245852936629,1.6619323898384155,86.76683077951742
199,2020-06-19,18:00:00,350.40841047470064,1.704899902093574,87.92314183883433
200,2020-06-20,00:00:00,347.5526834854114,1.7465063507341883,89.06880199650406
201,2020-06-20,06:00:00,344.6795293606878,1.786816919470111,90.20391936049099
202,2020-06-20,12:00:00,341.7897522802066,1.825892823288886,91.32860223664481
203,2020-06-20,18:00:00,338.88410794133256,1.863791630044406,92.44295836764385
204,2020-06-21,00:00:00,335.9633011760637,1.9005671627829446,93.54709897360758
205,2020-06-21,06:00:00,333.02799624258006,1.9362701525099617,94.6411335750432
206,2020-06-21,12:00:00,330.0788185075326,1.9709483757343789,95.72517081863424
207,2020-06-21,18:00:00,327.11635749731903,2.0046468719142188,96.7993181849075
208,2020-06-22,00:00:00,324.1411657287038,2.03740791687714,97.86368486395969
209,2020-06-22,06:00:00,321.153765866937,2.069271475432211,98.91837773746786
210,2020-06-22,12:00:00,318.1546517948511,2.1002752975134005,99.96350218878194
211,2020-06-22,18:00:00,315.1442907306557,2.1304550732913254,100.99916194629931
212,2020-06-23,00:00:00,312.1231223690335,2.1598444196715745,102.02546145277266
213,2020-06-23,06:00:00,309.09156399681154,2.1884752015405837,103.04250267163748
214,2020-06-23,12:00:00,306.05001121343275,2.216377601503545,104.05038581359369
215,2020-06-23,18:00:00,302.99883943574537,2.2435802322443257,105.04920925375409
216,2020-06-24,00:00:00,299.9384033629831,2.2701101356876316,106.03907137613712
217,2020-06-24,06:00:00,296.86904054430977,2.295993006033593,107.02006816892344
218,2020-06-24,12:00:00,293.7910719280909,2.3212532439029525,107.99229380697331
219,2020-06-24,18:00:00,290.7048029512533,2.3459140388040822,108.95584061175099
220,2020-06-25,00:00:00,287.6105232299353,2.3699973755610317,109.91080046389698
221,2020-06-25,06:00:00,284.5085090595622,2.3935241900525956,110.85726301563922
222,2020-06-25,12:00:00,281.39902384883555,2.416514411914077,111.79531614518392
223,2020-06-25,18:00:00,278.28231892151973,2.4389870258166364,112.72504594203687
224,2020-06-26,00:00:00,275.1586333427749,2.4609600808084604,113.64653779336045
225,2020-06-26,06:00:00,272.0281957017122,2.4824508009506223,114.55987504634719
226,2020-06-26,12:00:00,268.8912244561572,2.5034756190089396,115.46513936369011
227,2020-06-26,18:00:00,265.74792853141844,2.52405022253475,116.36241072390504
228,2020-06-27,00:00:00,262.5985072257505,2.544189563780806,117.25176826461251
229,2020-06-27,06:00:00,259.44315150529417,2.5639079397277786,118.1332892708076
230,2020-06-27,12:00:00,256.2820442780746,2.5832190186947055,119.0070494554977
231,2020-06-27,18:00:00,253.11536084762423,2.6021358753874253,119.87312296865282
232,2020-06-28,00:00:00,249.94326886463458,2.6206710003214013,120.73158305788463
233,2020-06-28,06:00:00,246.76592928368362,2.638836358661304,121.58250129534585
234,2020-06-28,12:00:00,243.58349658173057,2.656643411308801,122.42594780130271
235,2020-06-28,18:00:00,240.396119106179,2.67410314185003,123.26199125782287
236,2020-06-29,00:00:00,237.20393905371435,2.691226065052808,124.09069943100926
237,2020-06-29,06:00:00,234.00709318760758,2.708022270775243,124.91213857459499
238,2020-06-29,12:00:00,230.80571301323604,2.724501440755031,125.7263736096013
239,2020-06-29,18:00:00,227.5999250480129,2.7406728695404428,126.53346814035889
